iter	Passed	Remaining
1698	5056	895
1699	5059	892
1700	5062	889
1701	5064	886
1702	5067	883
1703	5070	880
1704	5072	877
1705	5075	874
1706	5077	871
1707	5080	868
1708	5083	865
1709	5086	862
1710	5089	859
1711	5091	856
1712	5093	853
1713	5096	850
1714	5099	847
1715	5102	844
1716	5104	841
1717	5107	838
1718	5109	835
1719	5112	832
1720	5114	829
1721	5117	826
1722	5120	823
1723	5123	820
1724	5125	817
1725	5128	814
1726	5130	811
1727	5133	808
1728	5136	805
1729	5138	801
1730	5141	798
1731	5143	795
1732	5146	792
1733	5149	789
1734	5152	786
1735	5155	783
1736	5157	780
1737	5160	777
1738	5163	774
1739	5166	772
1740	5169	769
1741	5172	766
1742	5175	763
1743	5177	760
1744	5180	756
1745	5182	753
1746	5185	750
1747	5188	747
1748	5190	744
1749	5193	741
1750	5195	738
1751	5198	735
1752	5201	732
1753	5204	729
1754	5206	726
1755	5209	723
1756	5211	720
1757	5214	717
1758	5216	714
1759	5219	711
1760	5222	708
1761	5224	705
1762	5227	702
1763	5229	699
1764	5232	696
1765	5235	693
1766	5238	690
1767	5241	687
1768	5243	684
1769	5246	681
1770	5249	678
1771	5252	675
1772	5255	672
1773	5257	669
1774	5260	666
1775	5262	663
1776	5266	660
1777	5269	657
1778	5272	654
1779	5274	651
1780	5277	648
1781	5280	645
1782	5283	642
1783	5285	639
1784	5288	637
1785	5291	634
1786	5294	631
1787	5296	628
1788	5299	625
1789	5302	622
1790	5305	619
1791	5308	616
1792	5310	613
1793	5313	610
1794	5316	607
1795	5318	604
1796	5321	601
1797	5324	598
1798	5326	595
1799	5329	592
1800	5331	589
1801	5334	586
1802	5335	582
1803	5338	580
1804	5341	577
1805	5344	574
1806	5346	571
1807	5349	568
1808	5351	565
1809	5354	562
1810	5357	559
1811	5359	556
1812	5362	553
1813	5365	550
1814	5368	547
1815	5370	544
1816	5373	541
1817	5376	538
1818	5379	535
1819	5382	532
1820	5384	529
1821	5387	526
1822	5391	523
1823	5393	520
1824	5396	517
1825	5399	514
1826	5401	511
1827	5404	508
1828	5407	505
1829	5409	502
1830	5412	499
1831	5415	496
1832	5417	493
1833	5419	490
1834	5422	487
1835	5425	484
1836	5428	481
1837	5431	478
1838	5433	475
1839	5436	472
1840	5438	469
1841	5441	466
1842	5444	463
1843	5447	460
1844	5449	457
1845	5451	454
1846	5454	451
1847	5457	448
1848	5460	445
1849	5463	442
1850	5466	440
1851	5469	437
1852	5471	434
1853	5474	431
1854	5477	428
1855	5480	425
1856	5482	422
1857	5485	419
1858	5487	416
1859	5490	413
1860	5493	410
1861	5495	407
1862	5498	404
1863	5500	401
1864	5502	398
1865	5505	395
1866	5508	392
1867	5511	389
1868	5514	386
1869	5517	383
1870	5520	380
1871	5522	377
1872	5525	374
1873	5528	371
1874	5531	368
1875	5534	365
1876	5536	362
1877	5539	359
1878	5542	356
1879	5545	353
1880	5547	350
1881	5550	347
1882	5552	345
1883	5555	342
1884	5557	339
1885	5560	336
1886	5563	333
1887	5565	330
1888	5568	327
1889	5570	324
1890	5573	321
1891	5576	318
1892	5578	315
1893	5581	312
1894	5584	309
1895	5586	306
1896	5589	303
1897	5592	300
1898	5595	297
1899	5598	294
1900	5600	291
1901	5603	288
1902	5605	285
1903	5608	282
1904	5611	279
1905	5614	276
1906	5617	273
1907	5619	270
1908	5622	268
1909	5624	265
1910	5627	262
1911	5630	259
1912	5633	256
1913	5635	253
1914	5638	250
1915	5641	247
1916	5644	244
1917	5647	241
1918	5650	238
1919	5653	235
1920	5655	232
1921	5658	229
1922	5661	226
1923	5664	223
1924	5666	220
1925	5669	217
1926	5671	214
1927	5674	211
1928	5678	208
1929	5681	206
1930	5684	203
1931	5687	200
1932	5690	197
1933	5693	194
1934	5697	191
1935	5701	188
1936	5704	185
1937	5707	182
1938	5710	179
1939	5713	176
1940	5716	173
1941	5719	170
1942	5722	167
1943	5724	164
1944	5727	161
1945	5730	159
1946	5732	156
1947	5735	153
1948	5737	150
1949	5740	147
1950	5743	144
1951	5745	141
1952	5748	138
1953	5750	135
1954	5753	132
1955	5756	129
1956	5759	126
1957	5761	123
1958	5764	120
1959	5767	117
1960	5769	114
1961	5772	111
1962	5775	108
1963	5778	105
1964	5781	102
1965	5784	100
1966	5787	97
1967	5790	94
1968	5793	91
1969	5795	88
1970	5798	85
1971	5801	82
1972	5804	79
1973	5807	76
1974	5810	73
1975	5812	70
1976	5815	67
1977	5818	64
1978	5821	61
1979	5824	58
1980	5826	55
1981	5829	52
1982	5831	49
1983	5835	47
1984	5837	44
1985	5840	41
1986	5843	38
1987	5845	35
1988	5848	32
1989	5851	29
1990	5854	26
1991	5857	23
1992	5860	20
1993	5862	17
1994	5865	14
1995	5868	11
1996	5871	8
1997	5937	5
1998	5942	2
1999	5945	0
